日期,最高温度,最低温度,天气状况,风向风力,区域
2020-09-01,33,26,阴~小雨,东北风3级,静安
2020-09-02,31,24,小雨~多云,西北风4级,静安
2020-09-03,31,23,晴,西北风3级,静安
2020-09-04,32,23,多云,东南风2级,静安
2020-09-05,32,23,晴,东南风3级,静安
2020-09-06,31,24,多云~晴,北风3级,静安
2020-09-07,33,24,阴~晴,西北风3级,静安
2020-09-08,35,25,晴~多云,南风2级,静安
2020-09-09,33,24,阴~多云,东南风2级,静安
2020-09-10,31,23,小雨,东南风2级,静安
2020-09-11,25,22,小雨~多云,东南风2级,静安
2020-09-12,27,22,小雨~阴,东北风2级,静安
2020-09-13,29,23,阴,东北风2级,静安
2020-09-14,27,21,小雨,东南风2级,静安
2020-09-15,23,22,大雨~小雨,东南风2级,静安
2020-09-16,28,21,阴~暴雨,西北风1级,静安
2020-09-17,22,18,大雨~中雨,东北风3级,静安
2020-09-18,19,17,小雨~阴,北风2级,静安
2020-09-19,23,19,小雨~多云,东北风2级,静安
2020-09-20,27,20,阴,东北风2级,静安
2020-09-21,26,20,阴,东南风1级,静安
2020-09-22,25,20,阴,东北风2级,静安
2020-09-23,22,20,小雨~多云,东北风2级,静安
2020-09-24,26,19,多云~阴,北风3级,静安
2020-09-25,26,20,多云~阴,北风3级,静安
2020-09-26,26,20,阴~多云,东北风3级,静安
2020-09-27,27,20,阴~多云,东北风3级,静安
2020-09-28,27,20,多云,东南风2级,静安
2020-09-29,26,19,阴,东风2级,静安
2020-09-30,26,19,多云,东北风2级,静安
2020-10-01,27,21,晴,东风2级,静安
2020-10-02,28,22,多云~阴,东南风3级,静安
2020-10-03,25,19,阴~大雨,东风3级,静安
2020-10-04,23,18,小雨~多云,北风3级,静安
2020-10-05,22,18,阴,东北风3级,静安
2020-10-06,23,18,阴,东北风3级,静安
2020-10-07,22,18,阴~晴,东北风3级,静安
2020-10-08,24,19,多云,东北风3级,静安
2020-10-09,24,18,多云,东北风2级,静安
2020-10-10,24,17,阴~多云,东北风2级,静安
2020-10-11,25,18,多云~晴,东北风2级,静安
2020-10-12,25,18,多云,东北风3级,静安
2020-10-13,23,17,多云~晴,东北风3级,静安
2020-10-14,23,18,晴~阴,东北风3级,静安
2020-10-15,21,15,阴~小雨,东北风3级,静安
2020-10-16,17,15,小雨~阴,东北风2级,静安
2020-10-17,21,16,多云,北风2级,静安
2020-10-18,21,16,阴~多云,东北风2级,静安
2020-10-19,21,16,多云,东北风2级,静安
2020-10-20,22,17,多云~小雨,东北风2级,静安
2020-10-21,19,14,小雨~多云,西北风2级,静安
2020-10-22,21,13,阴~多云,北风3级,静安
2020-10-23,19,12,多云~晴,北风3级,静安
2020-10-24,18,12,多云,东北风2级,静安
2020-10-25,20,14,多云~晴,东南风2级,静安
2020-10-26,22,15,多云,东南风2级,静安
2020-10-27,21,16,阴,东风2级,静安
2020-10-28,20,15,阴,东北风2级,静安
2020-10-29,20,13,阴~晴,东北风2级,静安
2020-10-30,20,14,多云~晴,东北风2级,静安
2020-10-31,21,16,晴~多云,东风2级,静安
2020-11-01,22,17,阴~小雨,东北风2级,静安
2020-11-02,21,14,阴~晴,北风2级,静安
2020-11-03,18,12,晴~多云,北风3级,静安
2020-11-04,17,13,多云,东北风3级,静安
2020-11-05,20,16,阴~晴,东南风2级,静安
2020-11-06,23,16,晴~多云,西北风2级,静安
2020-11-07,23,14,多云~晴,西北风2级,静安
2020-11-08,20,12,晴,东北风3级,静安
2020-11-09,18,12,晴,东北风2级,静安
2020-11-10,18,12,晴,东北风2级,静安
2020-11-11,18,13,晴,东北风2级,静安
2020-11-12,20,14,多云~晴,东风2级,静安
2020-11-13,19,15,晴,东北风2级,静安
2020-11-14,20,16,多云,东北风2级,静安
2020-11-15,21,16,多云~晴,东风2级,静安
2020-11-16,21,17,阴~多云,东风2级,静安
2020-11-17,23,19,多云~阴,东南风3级,静安
2020-11-18,27,17,多云~小雨,东南风4级,静安
2020-11-19,20,13,阴~小雨,西北风2级,静安
2020-11-20,16,12,小雨~阴,东北风3级,静安
2020-11-21,17,14,阴~小雨,东南风3级,静安
2020-11-22,14,11,小雨~阴,西北风3级,静安
2020-11-23,12,10,阴~小雨,东北风3级,静安
2020-11-24,11,11,小雨,东北风2级,静安
2020-11-25,14,12,小雨~中雨,东北风2级,静安
2020-11-26,12,11,小雨,西风2级,静安
2020-11-27,12,8,小雨~多云,北风3级,静安
2020-11-28,12,7,阴~多云,北风3级,静安
2020-11-29,11,8,多云,北风2级,静安
2020-11-30,13,8,阴~多云,东北风3级,静安
2020-12-01,14,9,多云,东北风3级,静安
2020-12-02,13,8,阴~多云,东北风2级,静安
2020-12-03,11,5,多云,西北风3级,静安
2020-12-04,9,5,多云,北风3级,静安
2020-12-05,10,8,多云~阴,东北风2级,静安
2020-12-06,14,9,多云~小雨,东北风2级,静安
2020-12-07,14,8,阴~多云,东北风2级,静安
2020-12-08,11,7,阴~多云,东北风3级,静安
2020-12-09,14,9,阴~多云,东风2级,静安
2020-12-10,13,10,阴~小雨,北风2级,静安
2020-12-11,10,8,阴,西北风2级,静安
2020-12-12,11,6,多云,西北风2级,静安
2020-12-13,12,3,多云~小雨,西北风3级,静安
2020-12-14,5,1,阴~多云,西北风3级,静安
2020-12-15,6,1,阴~晴,西北风3级,静安
2020-12-16,6,2,多云~晴,西北风3级,静安
2020-12-17,8,4,阴~小雨,东北风2级,静安
2020-12-18,7,4,小雨~阴,北风2级,静安
2020-12-19,8,1,阴~多云,北风3级,静安
2020-12-20,8,2,晴~多云,北风2级,静安
2020-12-21,9,3,晴,东北风1级,静安
2020-12-22,11,5,晴~多云,东南风1级,静安
2020-12-23,12,6,阴,南风2级,静安
2020-12-24,12,4,多云~阴,西北风3级,静安
2020-12-25,10,5,多云~阴,东北风2级,静安
2020-12-26,12,10,阴~小雨,东南风2级,静安
2020-12-27,13,7,多云,西北风2级,静安
2020-12-28,15,9,阴~多云,东南风2级,静安
2020-12-29,16,-4,小雨~雨夹雪,北风3级,静安
2020-12-30,-1,-5,晴,西北风4级,静安
2020-12-31,0,-4,晴,西北风3级,静安
2021-01-01,4,-1,晴~多云,西北风2级,静安
2021-01-02,7,1,晴~多云,东北风2级,静安
2021-01-03,10,6,阴,东北风2级,静安
2021-01-04,13,7,阴,东风2级,静安
2021-01-05,8,2,阴~多云,东北风3级,静安
2021-01-06,5,-4,阴,北风3级,静安
2021-01-07,-3,-6,阴,西北风4级,静安
2021-01-08,-1,-5,阴~晴,西北风3级,静安
2021-01-09,3,-1,晴~多云,西北风3级,静安
2021-01-10,5,-1,阴~多云,西北风2级,静安
2021-01-11,6,-1,多云~晴,西北风2级,静安
2021-01-12,8,1,晴,西南风2级,静安
2021-01-13,14,4,晴,西南风2级,静安
2021-01-14,16,6,多云~晴,南风2级,静安
2021-01-15,19,2,晴~阴,西北风3级,静安
2021-01-16,7,0,阴~多云,东北风3级,静安
2021-01-17,5,-1,阴~晴,西北风微风,静安
2021-01-18,11,2,晴,西南风2级,静安
2021-01-19,11,6,多云~晴,东南风3级,静安
2021-01-20,13,12,多云~阴,东南风3级,静安
2021-01-21,17,9,阴~小雨,东南风2级,静安
2021-01-22,11,7,小雨,东北风2级,静安
2021-01-23,8,4,小雨~阴,北风3级,静安
2021-01-24,10,7,阴,东北风2级,静安
2021-01-25,15,9,阴~小雨,东风2级,静安
2021-01-26,10,6,小雨~多云,西北风2级,静安
2021-01-27,10,4,多云,东北风2级,静安
2021-01-28,10,0,晴,西北风3级,静安
2021-01-29,8,4,晴,东风2级,静安
2021-01-30,13,8,多云~阴,东南风2级,静安
2021-01-31,14,8,阴~小雨,东南风2级,静安
2021-02-01,11,5,小雨~多云,西北风2级,静安
2021-02-02,10,4,多云~晴,东北风微风,静安
2021-02-03,13,6,晴,东南风3级,静安
2021-02-04,12,8,晴~小雨,东北风微风,静安
2021-02-05,10,7,小雨~多云,东南风2级,静安
2021-02-06,16,7,多云~晴,西风2级,静安
2021-02-07,19,5,阴,东北风微风,静安
2021-02-08,9,4,阴,东北风3级,静安
2021-02-09,11,5,多云~阴,东风2级,静安
2021-02-10,12,9,阴~小雨,东南风2级,静安
2021-02-11,10,8,中雨~小雨,东风2级,静安
2021-02-12,13,9,阴~多云,东风2级,静安
2021-02-13,17,9,多云~阴,东风2级,静安
2021-02-14,19,9,阴,西南风2级,静安
2021-02-15,11,4,阴,北风3级,静安
2021-02-16,12,2,多云,东北风2级,静安
2021-02-17,7,1,晴,北风3级,静安
2021-02-18,8,2,晴,西北风微风,静安
2021-02-19,17,9,多云~晴,西南风2级,静安
2021-02-20,23,11,晴,西南风3级,静安
2021-02-21,24,10,晴~多云,西南风2级,静安
2021-02-22,26,7,阴~晴,北风3级,静安
2021-02-23,13,7,多云,东北风3级,静安
2021-02-24,15,10,多云,东风3级,静安
2021-02-25,16,8,小雨,东南风3级,静安
2021-02-26,11,8,小雨~阴,东北风4级,静安
2021-02-27,12,10,小雨,东北风3级,静安
2021-02-28,14,11,小雨,东南风2级,静安
2021-03-01,13,5,小雨,西北风3级,静安
2021-03-02,10,5,小雨~阴,北风3级,静安
2021-03-03,11,9,阴~小雨,东南风2级,静安
2021-03-04,14,6,小雨~多云,西北风2级,静安
2021-03-05,12,8,阴~小雨,东南风2级,静安
2021-03-06,11,7,小雨,东北风3级,静安
2021-03-07,9,8,小雨~阴,北风微风,静安
2021-03-08,12,8,阴~小雨,东北风2级,静安
2021-03-09,10,7,小雨~多云,东北风2级,静安
2021-03-10,17,9,晴~小雨,东风2级,静安
2021-03-11,12,9,中雨~阴,东南风微风,静安
2021-03-12,12,7,阴,西北风3级,静安
2021-03-13,16,8,阴~多云,东北风2级,静安
2021-03-14,18,11,阴~多云,东南风微风,静安
2021-03-15,23,12,晴~小雨,东南风微风,静安
2021-03-16,13,9,小雨~阴,东北风3级,静安
2021-03-17,12,9,小雨~阴,东北风2级,静安
2021-03-18,15,10,阴~小雨,东北风2级,静安
2021-03-19,13,11,小雨,东北风2级,静安
2021-03-20,11,8,小雨~阴,西北风3级,静安
2021-03-21,14,5,阴~多云,西北风3级,静安
2021-03-22,15,7,晴,西北风2级,静安
2021-03-23,17,11,阴,东南风3级,静安
2021-03-24,19,10,小雨~多云,东南风2级,静安
2021-03-25,22,12,晴~多云,东北风2级,静安
2021-03-26,21,15,阴~小雨,东南风3级,静安
2021-03-27,21,15,小雨,西南风3级,静安
2021-03-28,23,14,晴,西风2级,静安
2021-03-29,25,14,阴~小雨,东南风微风,静安
2021-03-30,19,14,扬沙~小雨,东北风3级,静安
2021-03-31,15,13,小雨,东风3级,静安
2021-04-01,17,16,阴,东北风2级,静安
2021-04-02,20,15,阴~小雨,西北风2级,静安
2021-04-03,18,11,阴~小雨,西北风3级,静安
2021-04-04,17,9,晴,西北风3级,静安
2021-04-05,19,11,多云~阴,东北风微风,静安
2021-04-06,20,12,多云~阴,东北风2级,静安
2021-04-07,17,12,阴~小雨,东风2级,静安
2021-04-08,19,10,小雨~晴,东北风2级,静安
2021-04-09,19,10,晴~多云,东北风2级,静安
2021-04-10,20,14,多云~小雨,东风3级,静安
2021-04-11,16,15,中雨~大雨,东南风3级,静安
2021-04-12,17,15,小雨~阴,西南风2级,静安
2021-04-13,20,12,阴~多云,东北风3级,静安
2021-04-14,15,11,阴~多云,东北风微风,静安
2021-04-15,16,12,多云~晴,东南风2级,静安
2021-04-16,24,12,阴~多云,东南风2级,静安
2021-04-17,20,10,阴~多云,北风3级,静安
2021-04-18,20,12,阴~晴,东南风2级,静安
2021-04-19,22,14,晴,东南风3级,静安
2021-04-20,22,15,多云~晴,东南风3级,静安
2021-04-21,24,17,阴~多云,东南风微风,静安
2021-04-22,23,18,阴,东南风3级,静安
2021-04-23,22,19,阴~多云,东北风2级,静安
2021-04-24,22,17,小雨~阴,东风2级,静安
2021-04-25,24,16,小雨~晴,东风2级,静安
2021-04-26,24,17,多云~小雨,东南风3级,静安
2021-04-27,18,16,小雨~阴,东南风2级,静安
2021-04-28,23,17,阴,东北风2级,静安
2021-04-29,24,18,阴~晴,西南风3级,静安
2021-04-30,30,17,多云~小雨,西南风3级,静安
2021-05-01,26,17,晴,西北风3级,静安
2021-05-02,22,15,多云,东北风3级,静安
2021-05-03,24,20,多云~小雨,东南风4级,静安
2021-05-04,22,16,小雨~阴,西南风3级,静安
2021-05-05,27,16,晴~多云,东南风2级,静安
2021-05-06,24,20,阴~小雨,东南风3级,静安
2021-05-07,29,19,多云~晴,西北风3级,静安
2021-05-08,29,20,阴~多云,西南风2级,静安
2021-05-09,33,21,多云,南风2级,静安
2021-05-10,33,23,晴~小雨,东南风3级,静安
2021-05-11,25,22,小雨,东北风微风,静安
2021-05-12,23,20,阴~小雨,东北风2级,静安
2021-05-13,24,20,小雨,东南风3级,静安
2021-05-14,29,24,小雨,东南风2级,静安
2021-05-15,33,23,阴~小雨,南风2级,静安
2021-05-16,28,17,中雨~小雨,西北风3级,静安
2021-05-17,23,18,阴~小雨,西北风2级,静安
2021-05-18,23,17,阴~小雨,东南风微风,静安
2021-05-19,23,17,小雨,东南风3级,静安
2021-05-20,20,18,阴,西北风微风,静安
2021-05-21,25,19,阴,东南风2级,静安
2021-05-22,26,16,阴~小雨,东南风微风,静安
2021-05-23,20,18,大雨~小雨,东南风3级,静安
2021-05-24,28,20,阴~多云,西北风2级,静安
2021-05-25,31,19,阴~小雨,南风2级,静安
2021-05-26,22,19,大雨~小雨,东南风2级,静安
2021-05-27,28,21,阴~多云,西风2级,静安
2021-05-28,28,20,阴,西南风3级,静安
2021-05-29,29,21,晴~多云,东南风2级,静安
2021-05-30,31,21,多云,东南风2级,静安
2021-05-31,29,22,多云,东南风3级,静安
2021-06-01,28,21,小雨,东南风4级,静安
2021-06-02,22,20,小雨,东南风3级,静安
2021-06-03,27,20,阴,北风2级,静安
2021-06-04,26,20,阴~多云,西南风2级,静安
2021-06-05,32,21,多云~晴,西南风2级,静安
2021-06-06,33,22,晴,东南风2级,静安
2021-06-07,32,22,阴,东南风3级,静安
2021-06-08,28,23,阴,东南风3级,静安
2021-06-09,28,23,阴,东南风3级,静安
2021-06-10,27,23,小雨,东南风3级,静安
2021-06-11,30,24,阴,东北风2级,静安
2021-06-12,30,24,阴~中雨,东南风3级,静安
2021-06-13,26,23,阴~小雨,东南风2级,静安
2021-06-14,27,25,阴~小雨,东南风2级,静安
2021-06-15,32,24,阴~小雨,西南风2级,静安
2021-06-16,27,23,阴~小雨,北风3级,静安
2021-06-17,25,24,中雨~小雨,东南风2级,静安
2021-06-18,27,21,阴~小雨,北风2级,静安
2021-06-19,21,20,阴,东北风2级,静安
2021-06-20,26,20,阴~多云,东南风2级,静安
2021-06-21,31,22,多云~阴,东南风2级,静安
2021-06-22,32,23,多云,东南风2级,静安
2021-06-23,34,23,阴~晴,东南风2级,静安
2021-06-24,32,24,多云~阴,东南风3级,静安
2021-06-25,31,24,阴~小雨,东南风3级,静安
2021-06-26,27,23,阴~小雨,东南风3级,静安
2021-06-27,26,24,阴~小雨,东南风2级,静安
2021-06-28,28,23,阴,东北风2级,静安
2021-06-29,30,24,阴,东南风2级,静安
2021-06-30,30,24,阴,东南风2级,静安
2021-07-01,31,24,阴~小雨,东南风2级,静安
2021-07-02,28,25,中雨~小雨,东南风2级,静安
2021-07-03,32,25,阴~小雨,西南风3级,静安
2021-07-04,26,25,阴~小雨,东北风2级,静安
2021-07-05,35,27,阴,南风2级,静安
2021-07-06,36,28,阴,南风3级,静安
2021-07-07,37,28,阴~小雨,西南风3级,静安
2021-07-08,34,25,阴~小雨,西南风2级,静安
2021-07-09,33,27,阴~小雨,西南风2级,静安
2021-07-10,33,27,多云~阴,西南风3级,静安
2021-07-11,36,28,阴~多云,南风2级,静安
2021-07-12,38,29,阴,南风3级,静安
2021-07-13,35,28,阴~晴,东南风3级,静安
2021-07-14,36,28,阴~多云,东南风3级,静安
2021-07-15,35,28,晴~阴,东南风3级,静安
2021-07-16,32,27,阴,东南风3级,静安
2021-07-17,33,27,阴~多云,东南风3级,静安
2021-07-18,33,26,多云,东南风3级,静安
2021-07-19,34,27,阴~多云,东南风3级,静安
2021-07-20,33,27,阴~多云,东南风3级,静安
2021-07-21,33,27,晴~多云,东风3级,静安
2021-07-22,32,27,阴~小雨,东北风3级,静安
2021-07-23,32,27,阴~小雨,东北风4级,静安
2021-07-24,27,25,中雨~大雨,东北风4级,静安
2021-07-25,26,25,暴雨~大雨,东北风6级,静安
2021-07-26,26,25,暴雨~中雨,东风5级,静安
2021-07-27,27,26,中雨,东南风4级,静安
2021-07-28,31,27,小雨~阴,东南风4级,静安
2021-07-29,33,27,阴,东南风3级,静安
2021-07-30,35,27,阴~小雨,西北风2级,静安
2021-07-31,31,27,阴,东南风1级,静安
2021-08-01,31,27,阴~多云,东南风1级,静安
2021-08-02,33,27,阴~小雨,东北风2级,静安
2021-08-03,31,27,阴~多云,东风3级,静安
2021-08-04,32,27,多云~晴,东南风3级,静安
2021-08-05,32,27,阴,东南风3级,静安
2021-08-06,33,27,阴,东南风2级,静安
2021-08-07,34,26,多云,东北风3级,静安
2021-08-08,33,24,多云,北风3级,静安
2021-08-09,35,27,多云~阴,东南风2级,静安
2021-08-10,34,26,阴~小雨,东南风2级,静安
2021-08-11,29,26,阴~大雨,东南风1级,静安
2021-08-12,31,25,小雨~中雨,东北风2级,静安
2021-08-13,30,24,阴~大雨,东北风2级,静安
2021-08-14,25,24,阴~中雨,东北风2级,静安
2021-08-15,26,23,中雨~小雨,东风2级,静安
2021-08-16,28,25,阴~小雨,东北风1级,静安
2021-08-17,30,24,阴~晴,东北风2级,静安
2021-08-18,32,25,阴,东北风2级,静安
2021-08-19,32,26,阴,东南风2级,静安
2021-08-20,32,27,阴~小雨,东南风3级,静安
2021-08-21,32,26,小雨~多云,西南风2级,静安
2021-08-22,31,27,阴,东南风2级,静安
2021-08-23,33,28,阴,东南风3级,静安
2021-08-24,33,26,阴~中雨,西风2级,静安
2021-08-25,32,26,阴,西北风2级,静安
2021-08-26,34,27,阴,东南风2级,静安
2021-08-27,33,26,阴,西南风2级,静安
2021-08-28,34,27,晴~多云,东南风2级,静安
2021-08-29,35,27,多云,东南风2级,静安
2021-08-30,33,28,多云~阴,东南风3级,静安
2021-08-31,35,27,多云,东南风3级,静安
2021-09-01,37,27,多云~阴,东风2级,静安
2021-09-02,32,26,多云~小雨,东南风1级,静安
2021-09-03,30,25,小雨~阴,东北风2级,静安
2021-09-04,31,27,多云~阴,东南风3级,静安
2021-09-05,33,27,多云~阴,东南风3级,静安
2021-09-06,32,25,多云~阴,西北风2级,静安
2021-09-07,29,24,多云~晴,西北风2级,静安
2021-09-08,28,24,多云~阴,东北风2级,静安
2021-09-09,30,24,多云~中雨,东南风2级,静安
2021-09-10,32,25,多云~小雨,东南风2级,静安
2021-09-11,29,25,多云~小雨,东风2级,静安
2021-09-12,28,25,多云~大雨,东北风3级,静安
2021-09-13,25,23,多云~中雨,东北风5级,静安
2021-09-14,25,24,多云~小雨,西北风4级,静安
2021-09-15,26,23,多云~阴,北风3级,静安
2021-09-16,28,21,多云~阴,北风3级,静安
2021-09-17,29,20,多云~晴,西北风2级,静安
2021-09-18,30,22,晴,东北风2级,静安
2021-09-19,30,25,多云~阴,东南风3级,静安
2021-09-20,33,22,多云,西南风3级,静安
2021-09-21,31,23,晴,西南风2级,静安
2021-09-22,34,24,晴~阴,西南风2级,静安
2021-09-23,35,23,多云,东南风2级,静安
2021-09-24,31,22,多云~晴,东南风3级,静安
2021-09-25,30,23,多云,东南风3级,静安
2021-09-26,31,24,多云,东南风2级,静安
2021-09-27,32,24,多云,东南风2级,静安
2021-09-28,32,25,多云~晴,东南风2级,静安
2021-09-29,33,23,中雨~小雨,西北风3级,静安
2021-09-30,29,20,多云,东北风2级,静安
2021-10-01,31,22,多云~晴,东南风1级,静安
2021-10-02,31,23,晴,东南风2级,静安
2021-10-03,30,24,晴,东南风4级,静安
2021-10-04,31,24,多云~晴,东南风4级,静安
2021-10-05,31,24,多云,东南风3级,静安
2021-10-06,30,24,多云~小雨,东南风3级,静安
2021-10-07,28,23,小雨~阴,东南风2级,静安
2021-10-08,30,24,多云~小雨,东风3级,静安
2021-10-09,29,24,小雨~多云,东南风3级,静安
2021-10-10,31,22,多云~小雨,东北风2级,静安
2021-10-11,22,20,小雨~阴,东北风4级,静安
2021-10-12,24,23,多云~小雨,东北风3级,静安
2021-10-13,26,24,中雨~晴,东北风3级,静安
2021-10-14,29,24,多云~小雨,东南风2级,静安
2021-10-15,29,18,小雨,东北风2级,静安
2021-10-16,19,14,小雨~阴,北风4级,静安
2021-10-17,17,14,多云~阴,北风3级,静安
2021-10-18,19,14,多云,东北风2级,静安
2021-10-19,19,14,多云~阴,西北风3级,静安
2021-10-20,15,12,中雨~小雨,北风3级,静安
2021-10-21,16,12,小雨~晴,西北风3级,静安
2021-10-22,18,13,多云~阴,西北风3级,静安
2021-10-23,20,15,多云~阴,东北风2级,静安
2021-10-24,21,15,多云~晴,东北风2级,静安
2021-10-25,20,14,多云~晴,东北风2级,静安
2021-10-26,21,15,晴~多云,东风2级,静安
2021-10-27,21,15,多云,东北风2级,静安
2021-10-28,21,15,多云~晴,东北风2级,静安
2021-10-29,21,15,多云~阴,东北风2级,静安
2021-10-30,21,15,晴~多云,北风2级,静安
2021-10-31,22,15,多云,东北风2级,静安
2021-11-01,22,16,雾~多云,东北风2级,静安
2021-11-02,21,13,多云,东北风3级,静安
2021-11-03,21,15,多云,东南风2级,静安
2021-11-04,21,17,多云~中雨,东南风3级,静安
2021-11-05,19,18,中雨~小雨,东南风3级,静安
2021-11-06,20,16,小雨~阴,东北风3级,静安
2021-11-07,22,5,小雨,东北风3级,静安
2021-11-08,9,4,晴~多云,西北风4级,静安
2021-11-09,12,7,多云~晴,西北风3级,静安
2021-11-10,15,8,晴,西北风3级,静安
2021-11-11,16,8,晴~阴,西北风3级,静安
2021-11-12,16,9,晴~阴,西北风2级,静安
2021-11-13,19,11,多云~晴,西南风2级,静安
2021-11-14,19,10,雾~晴,西南风2级,静安
2021-11-15,19,12,晴~阴,东南风2级,静安
2021-11-16,19,12,多云~晴,东风2级,静安
2021-11-17,18,13,多云,东南风2级,静安
2021-11-18,19,12,多云~晴,东南风2级,静安
2021-11-19,20,14,多云,东风2级,静安
2021-11-20,20,13,多云~小雨,东南风3级,静安
2021-11-21,18,5,多云~小雨,西北风2级,静安
2021-11-22,10,2,多云~晴,西北风4级,静安
2021-11-23,9,3,多云~晴,西北风3级,静安
2021-11-24,14,8,晴,西南风2级,静安
2021-11-25,17,8,晴~多云,西南风2级,静安
2021-11-26,17,10,晴,东北风2级,静安
2021-11-27,16,12,晴~多云,东北风3级,静安
2021-11-28,18,14,多云~小雨,东南风3级,静安
2021-11-29,18,9,小雨,东南风2级,静安
2021-11-30,12,4,多云~晴,西北风4级,静安
2021-12-01,9,3,多云~晴,西北风3级,静安
2021-12-02,10,5,多云~晴,西风2级,静安
2021-12-03,14,4,多云~晴,西北风2级,静安
2021-12-04,14,7,多云~晴,东北风1级,静安
2021-12-05,15,9,多云~晴,东南风2级,静安
2021-12-06,16,8,多云~晴,东南风1级,静安
2021-12-07,14,10,多云~阴,东北风2级,静安
2021-12-08,15,11,多云,东北风2级,静安
2021-12-09,17,9,多云~阴,西南风2级,静安
2021-12-10,15,9,多云,东北风2级,静安
2021-12-11,16,10,多云~阴,东北风2级,静安
2021-12-12,11,5,小雨~多云,北风3级,静安
2021-12-13,10,5,晴,北风2级,静安
2021-12-14,12,7,多云~阴,南风2级,静安
2021-12-15,13,12,雾~小雨,东南风2级,静安
2021-12-16,12,6,雾~阴,北风2级,静安
2021-12-17,10,1,晴,西北风4级,静安
2021-12-18,7,1,晴,西北风2级,静安
2021-12-19,10,4,晴~阴,西风2级,静安
2021-12-20,14,7,多云,西南风2级,静安
2021-12-21,15,7,多云,西北风2级,静安
2021-12-22,15,7,多云~晴,东北风2级,静安
2021-12-23,15,10,晴,东风2级,静安
2021-12-24,15,1,多云~阴,东北风3级,静安
2021-12-25,4,-1,多云,北风4级,静安
2021-12-26,2,-2,晴~阴,西北风3级,静安
2021-12-27,3,-1,多云~阴,西北风2级,静安
2021-12-28,6,1,多云~晴,南风1级,静安
2021-12-29,10,1,晴,西北风3级,静安
2021-12-30,9,2,多云~晴,西北风2级,静安
2021-12-31,9,4,多云,东北风2级,静安
2022-01-01,11,4,阴~晴,东南风2级,静安
2022-01-02,11,4,多云,北风2级,静安
2022-01-03,13,6,雾~多云,东风1级,静安
2022-01-04,13,9,多云~小雨,东风3级,静安
2022-01-05,11,6,中雨~阴,东北风3级,静安
2022-01-06,8,5,多云~阴,东北风3级,静安
2022-01-07,10,4,多云~阴,东北风2级,静安
2022-01-08,8,5,多云~小雨,东北风2级,静安
2022-01-09,7,3,小雨~多云,东北风2级,静安
2022-01-10,8,2,多云~小雨,西北风2级,静安
2022-01-11,6,0,多云~晴,西北风3级,静安
2022-01-12,7,3,晴~多云,东北风1级,静安
2022-01-13,6,0,多云,西北风3级,静安
2022-01-14,7,4,多云~阴,东南风2级,静安
2022-01-15,9,4,多云,西北风2级,静安
2022-01-16,10,5,多云~阴,东北风2级,静安
2022-01-17,11,6,多云,东北风2级,静安
2022-01-18,11,6,多云~晴,东风2级,静安
2022-01-19,13,5,多云,东北风2级,静安
2022-01-20,8,4,多云~阴,东北风3级,静安
2022-01-21,9,6,多云~阴,东北风2级,静安
2022-01-22,10,9,小雨,东风2级,静安
2022-01-23,11,7,中雨~小雨,东北风3级,静安
2022-01-24,8,5,雾~小雨,北风3级,静安
2022-01-25,8,5,多云~小雨,北风2级,静安
2022-01-26,8,6,中雨~小雨,东北风2级,静安
2022-01-27,7,4,小雨,东北风3级,静安
2022-01-28,6,3,阴~小雨,东北风3级,静安
2022-01-29,5,3,小雨,北风3级,静安
2022-01-30,6,1,多云,西北风3级,静安
2022-01-31,8,3,多云~阴,西北风1级,静安
2022-02-01,8,3,多云~小雨,东北风2级,静安
2022-02-02,6,2,小雨,东北风2级,静安
2022-02-03,6,2,阴~多云,东北风2级,静安
2022-02-04,8,1,晴,西北风2级,静安
2022-02-05,7,0,晴~多云,北风3级,静安
2022-02-06,6,3,多云~小雨,东北风2级,静安
2022-02-07,4,3,中雨~小雨,东北风3级,静安
2022-02-08,7,3,多云,东北风2级,静安
2022-02-09,7,3,小雨~阴,东北风2级,静安
2022-02-10,9,4,多云,东北风2级,静安
2022-02-11,8,5,小雨,东北风2级,静安
2022-02-12,9,6,多云~小雨,东北风2级,静安
2022-02-13,7,3,小雨~多云,北风2级,静安
2022-02-14,11,4,多云~阴,北风2级,静安
2022-02-15,7,3,雾~阴,东北风2级,静安
2022-02-16,8,3,多云~阴,东北风3级,静安
2022-02-17,5,3,多云~小雨,东北风3级,静安
2022-02-18,7,3,多云~小雨,东北风3级,静安
2022-02-19,6,0,多云~阴,北风3级,静安
2022-02-20,4,0,多云,北风3级,静安
2022-02-21,9,2,多云~阴,东北风1级,静安
2022-02-22,8,3,阴~小雨,东北风2级,静安
2022-02-23,8,1,阴~晴,东北风3级,静安
2022-02-24,9,2,多云~晴,东北风2级,静安
2022-02-25,12,5,多云~晴,东南风2级,静安
2022-02-26,17,6,多云~晴,西南风2级,静安
2022-02-27,15,8,多云~阴,东风2级,静安
2022-02-28,21,11,阴~小雨,东南风3级,静安
2022-03-01,18,7,阴,西北风3级,静安
2022-03-02,16,7,多云~阴,西北风2级,静安
2022-03-03,18,11,阴~小雨,东南风2级,静安
2022-03-04,18,8,阴~晴,南风2级,静安
2022-03-05,15,6,多云~阴,东北风3级,静安
2022-03-06,12,6,阴~小雨,东北风2级,静安
2022-03-07,15,7,阴~晴,东北风2级,静安
